CÓDIGO,SUBSTITUTOS,NOME,FABRICANTE,EMBALAGEM,PREÇO 38%,MST C/,MUL C/,VAREJO,EM LINHA,COMPRADOR,ECOM,ARRED_MULT,SEGMENTO,CATEGORIA,GRUPO,SUBGRUPO,END. MAPA UNE,END. MAPA UNE.1,ULT. LOCALIZAÇÃO,EM PROMO,INICIO PROMO,FIM PROMO,PREÇO ANTERIOR,DESCONTO,SOLICITAÇÃO DE PREÇO,COMENTÁRIO,VENDA 30D,VALOR EST.,ABC JAN,ABC FEV,ABC MAR,ABC ABR,ABC LOJA 30D,ABC GRUPO 90D,COMPARAÇÃO,RANK GRUPO TOP 100 SEG (30d),2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2024-01-01 00:00:00,2024-02-01 00:00:00,2024-03-01 00:00:00,2024-04-01 00:00:00,mai/24,QDT,FRQ,CM,QDT.1,FRQ.1,CM.1,QDT.2,FRQ.2,CM.2,QDT.3,FRQ.3,CM.3,QDT.4,FRQ.4,CM.4,FREQ ULT. SEM,VND. CONCENTR,2024-04-30 00:00:00,2024-05-01 00:00:00,2024-05-02 00:00:00,2024-05-03 00:00:00,2024-05-04 00:00:00,2024-05-05 00:00:00,2024-05-06 00:00:00,ULTIMA_VENDA,VEND. QTD 30D,M.C,MC REAL,EFEITO CHICOTE (+-20%),EST. CD,ULT. ENT. CD,OC,EC,EST. UNE,ULT. ENT. UNE,EST. UNE DIAS,EST. LV,EST.GON,EST. ILHA,EST. MÁX. LV,LV/MC,STATUS LV,AJUSTE LV,EXPO. MIN,% EST/LV,TOTAL ALTERADO (R$),TRAVA,END. GÔNDO,PP,LT,END. ESTOQUE,ULT. VISTA LVERDE,ULT. ALTERA LVERDE,E.GON ANT.,% ALTER.,USUARIO ALTERAÇÃO,ULT. AUDITORIA PDV,ROTINA,STATUS AUDITORIA,SOLICITAÇÃO,QTD SOL,DATA SOL,STATUS,ULT. ENT UNE,QTD ULT ENTRADA,DIAS EM ATEND.,DATA INVENTÁRIO BI,DIAS INV BI,EAN,PICKLIST,ST PICK,DATA CONFERÊNCIA,QTD VOL,ULT VOL,ROMANEIO SOLICITA,ROMANEIO ENVIO,NOTA ENVIO,S,EMISSAO NOTA,MD12,MD3,MD1,LISTAGEM,LISTAGEM_QUALIDADE,ENDEREÇO LIN CD,ENDEREÇO RESERVA CD
715793,MIX PASCOA,COPO COLOR CUP COELHO PINTA E APAGA,3D DESIGN,ATA - IND UNI,9.99,60,0,,SIM,ADRIANO PERUSSE,NÃO,NÃO,FESTAS,LEMBRANCINHAS,SAZONAL/PASCOA,COPO,,,,-,-,,0.0,,Informe Aqui,0,0.0,0.0,-,C,AA,-,-,AA,OK,2661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-03-13 14:09:49,0.0,1,15.0,NEW,46.0,2024-02-10,0,0,0.0,2024-02-19 00:00:00,0.0,0,30,0,30,2,NEW,,,0.0,,SIM,FESTAS,12,3,,,,,,,2024-03-23 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,"2. ESTOQUE CORRETO: PDV ZERADO, ABASTECER URGENTE!",,,,,2024-02-19,30.0,RECEBIDO,2024-03-23,45.0,7898647290969,0,,00:00:00,0,0,0,0,0,0,00:00:00,15.0,0.0,0.0,6,,,
618212,VA24,COLA EM BASTAO 8GRS BLISTER HB004556864,3M,ATA - CART UNI,4.49,36,6,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,ESCOLAR,COLAS,EM BASTÃO,,,,-,-,,0.0,,Informe Aqui,0,22.450000000000003,143.68,B,B,C,C,C,B,OK,1584,0.0,0.0,0.0,0.0,11.0,41.0,23.0,7.0,30.0,32.0,7.0,6.0,0.0,0,0,0.0,3,3,1.0,2,2,1.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-26 18:36:01,5.0,20,19.625,SIM,517.0,2024-04-24,0,0,32.0,2024-03-15 00:00:00,192.0,0,36,0,36,1.8,LV MUITO ALTA,,6.0,0.8888888888888888,,NÃO,PAPELA,12,3,E  08 1012,2024-04-08,2024-02-05,23.0,0.5652173913043479,ISABELLE.PINHEIRO,SEM VISTA,,,,,,,2024-03-15,24.0,RECEBIDO,,,7891040003877,0,,00:00:00,0,0,0,0,0,0,00:00:00,19.625,0.0,0.0,1,,E  08 1012,
510755,,BLOCO POST-IT 653 38X50 C/50FLS TROPICAL HB004402267,3M,ATA - PCT C/4,9.99,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,29.97,259.74,A,A,A,C,C,A,POT A,889,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,37.0,23.0,10.0,4.0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-24 11:33:30,3.0,8,3.303030303030303,SIM,394.0,2024-04-12,0,0,26.0,2024-02-17 00:00:00,260.0,0,48,0,48,6,LV MUITO ALTA,,12.0,0.5416666666666666,,NÃO,PAPELA,12,3,,2024-04-29,2023-12-11,24.0,1.0,GUSTAVO.OLIVEIRA,SEM VISTA,,,,,,,2024-02-17,24.0,RECEBIDO,,,7891040216154,0,,00:00:00,0,0,0,0,0,0,00:00:00,7.909090909090909,1.0,1.0,1,,,
6713,,BLOCO POST-IT 653 38X50 NOVAS CORES HB004088348,3M,ATA - PCT C/4,15.99,36,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,31.98,527.67,C,A,B,B,B,A,OK,870,5.0,3.0,2.0,3.0,4.0,3.0,1.0,5.0,6.0,12.0,4.0,3.0,0.0,0,0,0.0,0,0,0.0,2,1,2.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-26 16:31:44,2.0,5,3.3055555555555554,SIM,197.0,2023-12-07,0,0,33.0,2024-04-04 00:00:00,495.0,0,36,0,36,7.2,LV MUITO ALTA,,10.0,0.9166666666666666,,NÃO,PAPELA,12,3,,2024-04-29,2024-03-25,20.0,0.8,ISABELLE.PINHEIRO,SEM VISTA,,,,,,,2024-04-04,19.0,RECEBIDO,,,7891040102204,0,,00:00:00,0,0,0,0,0,0,00:00:00,4.25,2.6666666666666665,3.0,1,,,
2052,,BLOCO POST-IT 653 38X50MM AMARELO HB004088165,3M,ATA - PCT C/4,14.99,36,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,434.71,-,-,-,-,-,C,OK,1675,0.0,1.0,0.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2023-12-08 14:44:19,0.0,2,1.4444444444444446,SIM,228.0,2024-04-12,0,0,29.0,2023-11-14 00:00:00,870.0,0,30,0,30,15,LV MUITO ALTA,,10.0,0.9666666666666667,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-11-14,19.0,RECEBIDO,,,7891040012176,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.3333333333333335,1.0,1.0,1,,,
701031,,BLOCO POST-IT 654 76X76 COLECAO SUPER NOVA HB004735286,3M,ATA - PCT C/3,28.9,18,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,57.8,346.79999999999995,A,A,A,B,B,B,OK,1196,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0,0.0,1,SIM,0.0,0,0.0,1.0,0.0,0,0.0,2024-05-03 09:57:38,2.0,3,1.7666666666666666,SIM,1.0,2024-03-20,0,0,12.0,2024-03-11 00:00:00,180.0,0,18,0,18,6,LV MUITO ALTA,,,0.6666666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-03-11,9.0,RECEBIDO,,,7891040303359,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.8,1.5,1.0,1,,,
701032,,BLOCO POST-IT 654 76X76 COLECAO SUPER NOVA HB004735302,3M,ATA - PCT C/3,29.99,18,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,449.84999999999997,C,C,C,-,-,C,OK,2205,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-03-16 09:13:24,0.0,1,1.125,SIM,2.0,2024-03-20,0,0,15.0,2024-01-25 00:00:00,450.0,0,18,0,18,16,LV MUITO ALTA,,,0.8333333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-01-25,7.0,RECEBIDO,,,7891040303366,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.25,1.0,0.0,1,,,
510749,,BLOCO POST-IT 654 76X76MM C/45FLS AMARELO NEO R.4399398,3M,ATA - PCT UNI,7.3,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,14.6,80.3,C,C,-,C,C,C,OK,3441,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-27 09:29:45,2.0,2,1.25,NÃO,29.0,2024-04-12,0,0,11.0,2023-10-02 00:00:00,165.0,0,12,0,12,6,LV MUITO ALTA,,,0.9166666666666666,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-10-02,12.0,RECEBIDO,,,7891040216116,0,,00:00:00,0,0,0,0,0,0,00:00:00,1.5,1.0,0.0,1,,,
510752,,BLOCO POST-IT 654 76X76MM C/45FLS AZUL R.4399422,3M,ATA - PCT UNI,7.3,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,14.6,73.0,C,C,C,C,C,C,OK,3349,0.0,1.0,0.0,1.0,6.0,3.0,2.0,0.0,2.0,5.0,6.0,1.0,1.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0,0.0,1,SIM,0.0,0,0.0,1.0,0.0,0,0.0,2024-05-03 14:23:42,2.0,2,1.6666666666666667,NÃO,64.0,2024-04-12,0,0,10.0,2024-04-04 00:00:00,150.0,0,12,0,12,6,LV MUITO ALTA,,,0.8333333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-04-04,6.0,RECEBIDO,,,7891040216130,0,,00:00:00,0,0,0,0,0,0,00:00:00,3.0,1.0,1.0,1,,,
510750,,BLOCO POST-IT 654 76X76MM C/45FLS LARANJA R.4399406,3M,ATA - PCT UNI,7.3,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,0.0,94.89999999999999,-,-,C,-,-,C,OK,3135,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,-,NÃO,0.0,0,0.0,0.0,0.0,0,0.0,2024-03-27 12:31:38,0.0,2,2.0,SIM,6.0,2024-03-20,0,0,13.0,2023-05-15 00:00:00,390.0,0,12,0,12,6,LV MUITO ALTA,,,1.0833333333333333,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2023-05-15,12.0,RECEBIDO,,,7891040216123,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.0,0.0,0.0,1,,,
510747,,BLOCO POST-IT 654 76X76MM C/45FLS ROSA R.HB004399380,3M,ATA - PCT UNI,7.3,12,0,,SIM,JOSIANE COSTA  ,NÃO,NÃO,PAPELARIA,OFFICE,BLOCOS ADESIVOS,POST-IT,,,,-,-,,0.0,,Informe Aqui,0,7.3,51.1,C,C,C,C,C,C,OK,3233,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,-1,SIM,0.0,0,0.0,0.0,0.0,0,0.0,2024-04-24 18:34:30,1.0,2,1.4074074074074074,SIM,83.0,2024-03-20,0,0,7.0,2024-03-14 00:00:00,210.0,0,12,0,12,6,LV MUITO ALTA,,,0.5833333333333334,,NÃO,PAPELA,12,3,,,,,,,SEM VISTA,,,,,,,2024-03-14,7.0,RECEBIDO,,,7891040216109,0,,00:00:00,0,0,0,0,0,0,00:00:00,2.2222222222222223,1.0,1.0,1,,,
